reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
gp:AOqpTOHPQsrFcLnNnLlzc8P01F3eaJIrVADrItpKmz5-IaE2Y_z7Ir7mbRq9psyvto3K_-tIOGFoTmg93dCHpUc,Brent Chambers,https://lh3.googleusercontent.com/a-/AOh14GjKSBAugRRqQ5sAPgzJxVCIAAR4ufyBLErZYC-bBw,Best way to shop.,5,0,20.39,2020-10-14 09:59:31,,
gp:AOqpTOHJNbVGaR2Q3vgjTedRtWT2BvpG8q0iKthmJMy9ZSg4jJ5CW4GrD6YpSVDdRceRDZ3lGDDLVBWtkTmCmnM,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Helps me out and people are great.,5,0,,2020-10-14 09:54:39,,
gp:AOqpTOFVcZkDwLT2hYEZ031GIaGiX7OiJsLoI97mHnQympT-AnV2xviEpIBiedT_Do1fTYAnYVHpNOUqJTTUH7g,knight,https://lh3.googleusercontent.com/-8wojxU9Ukbs/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclFXyMDStXTiwKnMBSq5PyeEZi7-g/photo.jpg,This will be my last time buying from grocery very bad experience you guys trust the delivery people hell no I seen dude all slow they broke my eggs and the water plastic was fragile also you didn't had the milk I wanted and gave me a cheap brand one last thing have real Walmart worker take the things to the house please so have them have a Walmart uniform with Walmart mini van something professional thanks,1,0,20.39,2020-10-14 09:42:38,,
gp:AOqpTOHV2bdPVJDmmh2hN2FrnUXIBGstoaByuK3TaMp96_OGy3gV_XMy00u9rvt3hhS8ZXcqFJmB5DlUbu0dG7c,Elizabeth Suereth,https://lh3.googleusercontent.com/a-/AOh14GhKTHQg8M2A3arFi3g6CWD7QsC3-wxW9676otp-Nw,Cannot check out. Error has occurred. Have been trying all day. Please fix!,1,0,20.40.1,2020-10-14 09:33:50,,
gp:AOqpTOGKK_popnZoiKdN02pNyP7uDLcdbt0UuUih6yG4F6qiobipMs04g2FWkrJkvjjH_iQKhbjJrEVNMVAnUSA,Shawntae Robinson,https://lh3.googleusercontent.com/-AcdKn7sqVO0/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucl7vmwSB4VawLIk5aQ9NqMhXMUGMQ/photo.jpg,I use the app for shopping all the time. I like the convenience. BUT It isn't. I have to go through each department which covers several subcategories. Like Dairy and Eggs. It shows me all 1865 items in that category. But I can't sort or filter. it doesn't work. You only have an hour to keep a reserve time. Which is fine if I didn't have to do specific search. Like Dairy free No Milk no soy daiya cheese and still get kraft cheese with whole milk. It's literally like walking through Walmart.,3,0,20.39,2020-10-14 09:32:00,,
gp:AOqpTOFtbPxE4JQOc8-UdQwLLEzZgjVz-U-dHkpJTpLH1wKbv7P7ZCnWepeZwNNnfqhkydmiWXHYL-V_54uIrd0,Heather Schmitz,https://play-lh.googleusercontent.com/-DTHLaZItwhE/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmBfo48kJ88te-VBp7Au-ChNrFbig/photo.jpg,"WONT BE USING YOUR APP ANY LONGER, KEEPS TELLING ME THAT I HAVE NO INTERNET CONNECTION WHEN IM TRYING TO RESET MY PASSWORD SO THEREFORE I CAN NOT USE OR SIGN IN TO THIS APP. UNINSTALLED.",1,0,20.39,2020-10-14 09:10:05,,
gp:AOqpTOFwxUov4gysJUA6PJBBbuqaVWe6vj2-WaG9gvGcb_8BOUEh1VWY7jhWhcDF3sFI8DnqiH0Y33HE67XCxSs,Samantha Chandler,https://lh3.googleusercontent.com/a-/AOh14Givlq_Is5WkTjBxQuS953O2y4cpI0Bn7USAaZ_c,App is hard to navigate,3,0,20.40,2020-10-14 09:06:34,,
gp:AOqpTOFy3BeDRritB8eR8rfsQsq9k1rjl4ydCnalrruB0dMbZmff-eXkEdp8543tpmXzTwReDZuSVRV7O-U8jPs,Ronald Craig,https://play-lh.googleusercontent.com/-LZ9kABOvAVQ/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclTl-Xdgexr_wm_AT1Pl2yGo5sSUg/photo.jpg,"Don't use it. Walmart clerks mess up your order, and then you pay for things you didn't get. And when you try to get your money back for items you did not receive, you get a run around. If you need something, go to the store and pick it up. This is NOT something you want to do for convenience, as it will cost you MORE time when the clerks mess up your order.",1,0,,2020-10-14 09:04:33,,
gp:AOqpTOEMY92AYiqWKMn9Au6k-MAAJNbUkj6WeT-MPXuuda7WIPBn9l0YVzZzJUCDv4NHkOE2JjL1SEcxbQHZbQo,Connie Anstine,https://play-lh.googleusercontent.com/-fVHSizBV-QE/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucniqp-N_ulZrQIoODAll0lpqZedrQ/photo.jpg,would like to try this out,5,0,,2020-10-14 08:58:17,,
gp:AOqpTOFVOfVMwGzS6sNY7-zpXVpivnr3dYpT0xxVjZ2Sci9sJgdxg3bBDnFu7Ithx90P7V5IhYpF2kQ8fP6l2Cs,Sarah Glancy,https://lh3.googleusercontent.com/a-/AOh14GgdEEqD8b36Wdqfa19d7Kmt3KDqtjfmvvMSVYUXXA,Simple and easy to use. Has everything you need. Great prices.,5,0,17.12.3,2020-10-14 08:53:17,,
gp:AOqpTOH8w-UIS6iKn9FuWXssOVwpLSRV6_SBjPdR2DiGwaSLNwzhhZ3vUrhP5bzbYBMfpVTTAVFnS0f07xH8liM,e. nieves,https://play-lh.googleusercontent.com/-fNopQv7Q6Ts/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclWNeBc_7Fpl5savP0zlAH6e3PQlg/photo.jpg,"Everytime I try to use my EBT card, it doesn't accept it. I've contacted my administrator as requested by the app error and still nothing.",1,0,20.40,2020-10-14 08:20:07,,
gp:AOqpTOEo63ZBBMFQaK8YAemZtTgndGwtlg1EYduxWsOpG0nYA3R0jKXJWoQTmZcaCydHmDL0ss08g--mocRDmUo,JOYCE Kilborn,https://play-lh.googleusercontent.com/-b44-wN3R08k/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmk43oN9kTcTfZZqaFueZ7b9NEZKg/photo.jpg,NEW APP IS HORRIBLE. Every time they ask me how I like the new app I don't know how many times I can tell them I can't find anything. Please change it back.,1,0,20.39,2020-10-14 08:14:36,,
gp:AOqpTOHkh6O0_sjcgw32u6Sdl9WePhdq-0cbR7zduVZobxOzw4jQqAotAIe1EZlnVNj4SZqcjF-7N-EIr1hh-l8,Barbara Cook,https://play-lh.googleusercontent.com/-ejUd6DbRqzE/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckXuMs7jchBmvu5GcNoCCr8juNdfw/photo.jpg,This app just sucks. It hangs forever when you try to add something to your card. You think you bought something and then it's not in your cart. So frustrating. Earlier app was better.,2,0,20.40,2020-10-14 07:54:03,,
gp:AOqpTOEiDRMaS9xd6QWBzd6bpwoIIqn1lCLFyJMHuXhQYFvT-1xdzFF3XB7G_zCwRfxibLwAgiRQs8gSoRT2RrM,S.D. Mcgavin,https://lh3.googleusercontent.com/-M1nVNsTdJ1k/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucl2e_RWHyqHQGfhmz9wV7nL4lSgtA/photo.jpg,Love it,4,0,20.19,2020-10-14 07:51:00,,
gp:AOqpTOE-7TIUr-0cLrM1BEldf17nnXsSUkHK_sDkOqEnR1AHLMU37NOBAH62Fla9GFygB7p0d7pduXMYwHwR6z0,Ted Baer,https://lh3.googleusercontent.com/a-/AOh14GhaR5m7D8ZVYqhQig6Z_hFdg1sfTiwTG1YE8JDNeg,"They changed their app and I am downgrading. It used to be so simple. Search and find an item, see price and location within the store. Now the app is no longer in-store friendly; in fact it is just about useless for in-store use. Scanning bar code consistently yields ""item not found"". Now the app assumes we are building a pick-up order. There is also a choice to build an online order. The only useful function for in-store shopping is ""Walmart Pay"". But it does not show up on home menu.",1,7,20.39,2020-10-14 07:36:24,,
gp:AOqpTOEOmVcxKLAGR6KXqZqK6AJXMrjQDRhS4uSjIznAvQKIxEc_eNnfZBNQZtuaUTZc8hDt_jUsF5yZyZ-369A,Amanda Sills,https://play-lh.googleusercontent.com/-xV1Sqzzaa_w/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckzQyEuhwFjnIOdri_t7pMcR3wzOg/photo.jpg,The app is crashing way to much and freezing up needs to be updated bad takes to long to shop,2,0,20.40,2020-10-14 07:36:05,,
gp:AOqpTOEZGyGMkYr71VRnnR6virQ3U04jLuZZBCdC5f3ZEblFow9L07pWv0xFt5nixjy6O0q37MRFni7BcITEa0w,Xavier Rivera,https://lh3.googleusercontent.com/a-/AOh14GinLY8pZTFdAJdbYA2TOLwxkuuscpRzfOvCQokSrw,The app was working fine till last nigbt when it would not let me add items. Id click on the add button and it would populate the quantity however a 2 seconds later its removed. No more online shopping till its fixed. I will uninstall and reinstall to see if it clears out any bugs.,1,0,20.40,2020-10-14 07:31:11,,
gp:AOqpTOGIFFRstBSvCXi0d5hHJmnuIjJP10vubdNGf9XO346dRod0frsJbdgCEvjtmWnBQlbQ9XFGR3FSGrwqvzc,Zelda Villegas,https://lh3.googleusercontent.com/a-/AOh14GiofMY07JBjIwchJ4WsOUPNrAGSbgG4zqYxY4DiXw,App is not working.. I can't see my purchases history. Needs fixing please,1,0,20.40,2020-10-14 06:59:02,,
gp:AOqpTOHUJqx-G_xKVyGVGP0bcy-GCxOCi6vbubBu-BC1EcnR1ISNELTyfn4CGB258FpLalfehbEvK73iX0f-cdw,Alyssa Lee,https://play-lh.googleusercontent.com/-qy79RMvRKn4/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckit1wDr5CvPEQlcvKb0DiwIqQR4Q/photo.jpg,Very lagy and don't understand why they have online but I can't order most things they have,2,0,20.39,2020-10-14 06:29:32,,
gp:AOqpTOHf2h_5SzwxTHmzIgL0O96QlKaPFDRFF4vY-DWL7lin6zftygYfcdWrr5dgIOLHJ2ADmgYstwtIXbRuf10,Loretta Reed,https://play-lh.googleusercontent.com/-Vwa2y50QrF4/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclOvn6_NLKqEsXf5LUOraiC2nJvSw/photo.jpg,Brizilliance,5,0,20.36.1,2020-10-14 06:19:44,,
gp:AOqpTOFghHdnjSp0V1N_spvERTefLebS7mMX-9uVy7bT3dVb8DOOThWGT9Vxy_MHHN_HGMUxwh5stBiu7zUfUQI,Theresa Mayo,https://lh3.googleusercontent.com/a-/AOh14GiSz-fZPZHtb1-LCesQ6RhPbtTvShpvr7QXJizjDoY,Its an amazing app to let me shop from home. I haven't experienced neither of the glitches.,5,0,20.22.1,2020-10-14 06:12:20,,
gp:AOqpTOHl5KmNoWYxMbx70XyYzsupF81Z7Cy3QDUMBVhppXmYNly3VAvUMgNWlpgZ1wZUWvKLv-m0_jTCl807pRI,Suzi Graham,https://lh3.googleusercontent.com/a-/AOh14GgExS0TH15kE_-69IdsAzpTRFKHccqNREE-2TNGKg,"Better then having to go and deal with people in the physical store. There are items listed as available on the application, that haven't ever been sold in ANY store. Very confusing.",4,1,20.39,2020-10-14 05:45:20,,
gp:AOqpTOFyAuWyNuwHQsxlmiX9FIlrJtdOVmY1s4NHcJL-AGN1QW9EkfHc_M0oSNYhA9fvENPJtFeA-gxy06BrGNs,Cassandra White,https://play-lh.googleusercontent.com/-JiAzglfVwEk/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucn-DSlQRfpDLeVcSiR8tQBdgeMI7Q/photo.jpg,My experience is Great.,5,0,20.39,2020-10-14 05:27:26,,
gp:AOqpTOF0S0XvFSmeYhavybNOP6_jTQZsm0WkZL1u-iS1lGK7Ibm1ywfvMeGeevP1IKagW_A2SmVYl8qkJtQQvUw,Kat Klaws,https://play-lh.googleusercontent.com/-D6nvrYGHZR0/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclAwdj3DtsM8udDRi-kgMQSEtKMUg/photo.jpg,"I believe that the curb pickup and the online shopping needs to be changed, the curb pickup needs to be as an option in the app instead of us wasting extra time to try to get into the app while we're in the store looking up items. Another issue is whenever you're looking at an item in the store & they say they're a limit stock & you want to check another store they want you to change that store before you can see if they have it in stock. And most items are not in stock when they say they are.",1,59,20.39,2020-10-14 05:00:25,,
gp:AOqpTOG76LphhthUfCpqGMDDgFjqATo78sKCjZaqkxrf8MCApR8ggeagqRq2RerQOQpf_Rsw0Td6k97k29kS7iI,ellie g,https://lh3.googleusercontent.com/a-/AOh14GikPKlhZEB2PA3ykD1MUqWLFfxLPQqB6El49c9VpA,App to not work at all.,1,0,,2020-10-14 04:27:11,,
gp:AOqpTOGQL1WCcfa65YzoAckmuawYAPi_bD_z2jBAUaqFLeIqB_aTQXKaY8M7pSpVMyDNW7bXWn-vmxdcTaPYJao,Blackbarbie737 WILLIAMS,https://lh3.googleusercontent.com/a-/AOh14GiKLRzofJYjf4raIqIBVu9ILogWIN1aSnFd7c7x,"Well they cancelled my order that was delayed and now my money is up in the air I would 0 stars if I could , playing with people money so no item and no money what a mess",1,0,20.40,2020-10-14 04:19:32,,
gp:AOqpTOEM7YlZ33GEekH-tUipyCEq5UX_73s2ofu9hNSedNqgFpd8Qj1cfjUejJJ3fSNWXp-3_iQ5GrHQl8wBUoE,Leonard Scherer,https://play-lh.googleusercontent.com/-UmN4CJGbvqs/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclgaazNjnseEbIdPELdtvg6_bKzrw/photo.jpg,"Pretty damn good deaks, and looking at the freaks that shop there is always amusing!🤪",5,0,20.39,2020-10-14 03:27:14,,
gp:AOqpTOGm_hz8TZIpqJWiLdUVFNjWiMwiGrScadFsUkWZLPPetpiAaieg2cYrldaJ704UOmbclCgNvWAltvx27pE,Michele Lawson,https://lh3.googleusercontent.com/a-/AOh14GhDbpSWGNRhW4QPXIr1sYOqU6REjr9fx3i0vlvG_Q,It wont let me check out. This problem has been seance the start of this month. I use it alot an have found using snap to pay if the ap does not work then you pretty much get left out because there is no help to be had. Please fix this ap. I relye on it.,2,0,20.40,2020-10-14 02:17:02,,
gp:AOqpTOFf9sdaI1mav2w2dEdqeg5SwPILbYtfehfjRQjpHPRMM5N7NnTIOB6RcHqluA12U-5JBzbQfDUbMY6tYyg,Tom MICHALÀk,https://play-lh.googleusercontent.com/-WYhlTiFgA-k/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckRCqpdhY2B7ZM4KikWScJS7YV0nQ/photo.jpg,We can meet at the Starbucks on twin view from the phone number of the person who will be there.,5,0,,2020-10-14 00:41:45,,
gp:AOqpTOEDOK3MOZ_Vuy3rpVaa28oulfd8oL9AaY9jsWckkXiHh7Yw8VMKLyOXTN9aNAqIqLj2ogm5qnRQbYzRbnA,Renee Turner,https://lh3.googleusercontent.com/a-/AOh14Gjl2fzqf3fZmwYr4V8B55PmaavV7j5U46tGlOxAsg,"I loved the app until just recently, it no longer asks me for my fingerprint or pin when making purchases in store. I have the option selected to ask everytime in the settings. Please fix this!",1,0,20.40,2020-10-14 00:29:45,,
gp:AOqpTOEy7S_tgro2VOp_SwkP2noPl3L_mItx9P-XUHkXk-HJ3eRAXUS9ukVUbWOzERnBul4TX5wtiTDkxYlttZw,faze sway123 faze sway,https://play-lh.googleusercontent.com/-zPZHFvucghw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnL81LdX2DIQWsZlA6hKtK1l_shug/photo.jpg,it a good app,5,0,20.39,2020-10-13 23:29:12,,
gp:AOqpTOFJDSkCRgumqxKMgP0WOQwvaNM9KWBE3ZFITmWEggXQu94L1iaK_73vxjHlvEByO6U7xQCLxr1dlMyB7bc,Crystal Roe,https://lh3.googleusercontent.com/a-/AOh14GhWriPeheLhlo3BCpO9ZndpmWQpAnXd_XtN849dIg,Love that I can be anywhere and take care of the household shopping as well as groceries,5,0,,2020-10-13 23:28:10,,
gp:AOqpTOGIFLs-xfIQDR2eA8fDbkIKMdomzwPxmIAwtJ_7ZNUCfoZ4KU7i3qSvj2krqYm7DI6p3mUCn0uJPGyhtxI,Domenick Ludi,https://lh3.googleusercontent.com/a-/AOh14GjgMac2oAlgWMhWIepJYAikQURW7-z0ey3mhK6dlQ,"Wanted to try but, it doesn't sound a good idea after the last update. Hopefully all the bugs will be fixed soon. I'll check back.",1,0,,2020-10-13 22:36:18,,
gp:AOqpTOHctnBLgF5XLHdRomdGuxvW9WqFbwzlY8bDOlOCsOanJU7RtU3DOeMi0LsO2H66wEBvV2V6Mw0LQRVtGrc,Daniel Sutfin,https://lh3.googleusercontent.com/a-/AOh14GgtKX6kGe5PvjNXpYbHJUyhcwzt6-Ch7vnQifo3_i8,Wish you had a dark theme for us visually impaired people.it keeps telling me I'm in Illinois when I'm in Wisconsin.,2,10,20.40,2020-10-13 22:02:48,,
gp:AOqpTOGaQXOZnXQarfXsNMU0R-riFCOv7id5JJsGzCDkVxm0g99uGtqU4QCN1MCk8ZnaGEuWLs8lozZ1mPns-p0,Stacy Peck,https://play-lh.googleusercontent.com/-i4fxs8XwN_I/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucluWeeb-iz9JyfyjBZfs6HCDczrXg/photo.jpg,I like being able to order and have it ready for Mee,5,0,20.39,2020-10-13 21:38:54,,
gp:AOqpTOHiA4yihiDLCVkTRfdX6F2VeeDMJdPCyoWOrIislhfr7cPM-97t_O5rL-ZcpeAY8BJTPEgbOWZoCjRh41g,Vanessa Thompson,https://lh3.googleusercontent.com/-JXT0inGpKlc/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmK_IFH9H1C3W_qtrivPLKQT8LN2g/photo.jpg,Love it,5,0,19.12,2020-10-13 21:24:29,,
gp:AOqpTOEHrI8EE8JRrd63_5AcwHVZCKJ3mTSfJvci_SAkMfdGPcaR7-rhxK8GV4YHPHkUS4D9DkWeOi9H0q5F9xA,Jeannine Sherrod,https://lh3.googleusercontent.com/a-/AOh14GixZ-XjCohjkDcH2ejzI3bqvz5wcwSm33lHaVs-,"App updated 10/13/20. They put all of my favorites back, which is great. Whether I purchased them previously or not, should make no difference on my lists - or how they are sorted! Much easier to find stuff now than it was after the last update. I hope they never make that error again!",4,0,20.40.1,2020-10-13 20:17:06,,
gp:AOqpTOExv1iGPt3ujl1p9cWNVvhe0QpwWW78f5rBJPbL2g2bZMRN0zBza1E4pirfnXLTMS_SxMS9L2UgfiNfIwA,Eli Gonzalez,https://lh3.googleusercontent.com/a-/AOh14Gi_YxogUzXE9TBkWKCVQqj8GH3Ym5z3KSSKHfeP,"Very nice to search and see which Walmart have what we are looking for make easy to go straight to picked it up, nice to have this app is working well for me at this point. Lindo.",5,0,20.39,2020-10-13 20:11:47,,
gp:AOqpTOEAUaJySjj9-Dqqbi_sd6w0jCXToWFtZESImSB52GX5vBZL32L7QczcIw6lKgWRoDd9ZXoc1fpNc24asQQ,Sarah Tunget,https://play-lh.googleusercontent.com/--m8e_3Qlwz8/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnazHh5ZfJH8i1X9xuTS9MumcVHNg/photo.jpg,Great,5,0,19.43.1,2020-10-13 20:01:21,,
gp:AOqpTOHdyp0FEqgXbSScrD8aSk9z9ozt7lLtY1TM2LNnq0jnDUeD1-Bffp_y_2UqUEwPe3Ys-fYFOxUTdbGGNrs,Patrick Clancy,https://lh3.googleusercontent.com/-rDDJwIyQhfQ/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckLD_X6JatuHp59fH7c_G3pe02Zmw/photo.jpg,Love this app. Just as good as amazon.,5,0,20.40,2020-10-13 19:33:21,,
gp:AOqpTOFHw_Qh-DQHtYIjmeO21TNnLuQ72H7Qn__B5EIVyNvtPstO2tw7V5dt-JOLVAAnlJnS0vIrFijWzV33qEI,George Woodworth,https://play-lh.googleusercontent.com/-paNHVm-ZN8Q/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmcUX8MN0FMHHmrjNrlVuZnBn70fQ/photo.jpg,Plus is not explained,2,0,,2020-10-13 19:24:09,,
gp:AOqpTOHWA22S4rTflVuGwM7XdqAF47XdoBoUyGUTmOgeejoIcjMeG-h62yg1gQ7o4pYfanNjXmeJEod0xlG2g60,Jude Ghazaleh,https://lh3.googleusercontent.com/a-/AOh14GhcqaNptmMK0WrlIuNYzB-9TUThMO7ATBkpI3vjhw,I'd be lost with out Walmart. This app has helped infinitely with covid,5,0,,2020-10-13 19:20:50,,
gp:AOqpTOHEqPnwwW92RUXSSS1WMGoRjaLpXsH0qrnZKD-z0tAM7BmmSvXPp8ez5ik3DtpqsOixtcQln1e8fwNib40,Patrick Heffernan,https://play-lh.googleusercontent.com/-h6s9d_n3n0U/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucljDIt36XMrAR8EQ5xD0XuZJ0O5Qw/photo.jpg,I loved it lol Stop ✋ from the case Stop by and pick it out from the night,1,0,,2020-10-13 19:10:14,,
gp:AOqpTOGv__yLIVvvkTASsyuuyVluBc21f9wcbxANudgbrZrpwLAfC3Li_paP1dqDdLPhX_6jgNfpFcjl_u4u9QI,Brian Searcy,https://play-lh.googleusercontent.com/-ySIAiv-TU3s/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmDA4dNtVun5lBLYLpxDIaz9Ptz7A/photo.jpg,Got hang ups.,3,4,20.40,2020-10-13 18:11:03,,
gp:AOqpTOG4vogDOJslA4SHvGXnMSrhEWDlhyi6B-rT2s-64ND6oseCHdMUZZ7v-0lzMloDDw08bPZrXRZZegDZ2w4,Joany Goforth,https://lh3.googleusercontent.com/a-/AOh14GhbsWspxWOL-Q3mYTM6rEgpoYKsqisq4JEsBqmrDw,"From 4 stars to 3 stars only because local walmart needs to update thier inventory that is online on the app, on if it is available or not, to be accurate for those of us that go by that, to come to thier store to purchase that item(s).",3,0,20.39,2020-10-13 16:48:58,,
gp:AOqpTOGWaqwZlyCPQqUJpdt-RSU5_BAIo2xxLxokXiQRGWLt10vXlisKywyodhFeNBRUymwvHcF9GX_L6js5d_I,Jim Cole,https://play-lh.googleusercontent.com/-twO4xqLLXBY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmQujBjoDbN_lKuriBlkW3ypxIVKQ/photo.jpg,Their is no scan and go.. can't get items to my cart. I have a credit card tied to my account. Wants to force me to get a Walmart card to check out. Sam's does scan and go right. This app asked me for a pick up date for the item I was holding on my hand. Deserves zero stars. Unusable as scan and go.,1,0,20.40,2020-10-13 16:38:49,,
